id_local;name;rating;total_ratings;reviews_sample;place_id;lat;lon;sentiment_score;top_strength;top_weakness;customer_profile;wait_time_friction;menu_gap;occasion_tag;value_for_money;establishment_type;subtype_category;review_stats;viability_index
10000327;BAR EL ENCUENTRO;4.2;20.0;Bar pequeño con buen ambiente y deliciosas tapas con cerveza, vino, o un buen cóctel para las noches | Cuidado con la camarera. Nos cobraron muchísimo más de lo que habíamos consumido incluso añadió a la cuenta lo de otra persona a la que ni siquiera conocíamos, entablamos una conversación y ya pero claro era amiga de la camarera y alguien tenía que abonar lo que ella había consumido. Le pedimos la cuenta porque no nos cuadraba lo consumido con lo cobrado. 10 minutos inventándose lo consumido hasta que cuadró con lo que me había cobrado ya que no se le ocurrió apuntarlo según lo pedíamos . En total lo consumido ( junto con las consumiciones de la piba que se fue sin soltar ni un euro) eran 5 tercios, 7 botellines, 4 chupitos y 2 cubatas, cuenta pagada 76€. Tened cuidado y sed previsores a la hora de pagar porque si roban igual a todo el mundo el jefe debe estar tocando palmas con las orejas . Soy propietario de un negocio de la hostelería y jamás me he sentido tan estafado como me sentí aquí. Una pena porque la camarera parecía decente hasta que se pierde la dignidad. Muchas gracias por todo lo robado. no volveré en la vida. | Lugar pequeño pero matón, desde el primer momento nos acogieron genial conversación intensa nada más entrar, escuchamos salsa, rock radical y Juampa y la Raja! Eso sí la tragaperras no tocó! | Espacio pequeño camareras bonitas y agradables pero con Buenos precios y buen trato. Eso si como he dicho es pequeño no esperes ir con un grupo grande por lo demás esta muy bien para tomar algo | Cerveza fría, y buenos aperitivos. No hace falta nada más. Volveremos;ChIJn9nnY1QpQg0R2ntTU_kzAbs;40.42068790488487;-3.709096132166218;6.5;Calidad de tapas y ambiente;Falta de integridad en el cobro;Clientes locales y grupos pequeños;;;;;;;;25.68
10000150;CAFE LOS ARCOS BAR;1.8;284.0;"Sorprendida con la cantidad de reseñas negativas. En nuestro caso atención rápida y agradable en la terraza. Muy bueno el bocata, caliente y pan crujiente, a diferencia de la famosa Campana, que el bocata para llevar estaba frío, insípido y el pan chicloso. Precio razonable para el sitio que es. | Me atendió mal el de la barra y el de la terraza, y mientras vivía mi experiencia vi como trataba peor a personas que querían intentar comer en el lugar.

La forma de hablar, las expresiones, su mala cara un servicio pésimo.

Honestamente es un sitio en teoría español y es atendido por extranjeros, deberían ser más educados ya que choca esa parte y eso que yo soy extranjera también.

Nada un sitio al que no volvería y tampoco recomendaría, sentí que les estaba pidiendo gratis…

El bocadillo y la cerveza si estaban buenos. | Este sitio es una vergüenza, mi pareja y yo nos comimos un bocadillo de calamares y una bebida cada uno. Cuando yo bajo al baño sale un camarero y le dice a mi pareja que se levante. Qué mala educación y qué desastre de sitio. Además el bocadillo de calamares el pan estaba correoso y los calamares parecían goma. | Vi muchos comentarios respecto al servicio. Si es verdad. No con nosotros porque no me atendió a mi un señor ya mayor muy mal encarado. El mozo quee atendió lo hizo correcto, pero vi al otro hombre hablando mal a otros clientes
Respeto a la comida
Espagueti bolognesa
Y pollo a la plancha con acompañamiento, estaban muy buenos . El lugar es pintoresco ( comimos en laisma plaza) | He de decir que fuimos en pleno agosto, pero sinceramente La Plaza Mayor y en sus alrededores está petadisima de gente siempre, por lo que el bar al ser pequeñito, teniendo unas seis o siete mesas afuera enseguida está lleno…
Nosotros comimos en una mesa que daba justo a la puerta del bar, no era muy cómodo para ser sinceros, pero imagino que hacen lo que pueden, ya que el espacio es reducido.
El hombre que nos atendió muy amable, lo normal.
Respecto a la comida, pedimos bocatas de calamares y chorizo, y estaban espectaculares de buenos. 👌🏻";ChIJM_jvk5YpQg0ROb4opKx5ERM;40.41503601503063;-3.706679582015597;5.4;Calidad de los bocadillos de calamares;Servicio al cliente inconsistente y rudo;Turistas y visitantes locales;;;;;;;;30.5
10000284;RESTAURANTE DAR MONA;4.5;156.0;"La primera vez que fui era por la tarde y me atendió un hombre de unos 40 años, me acababa de pedir una cerveza y sin querer la tiré al suelo entera, así que le pedí otra al camarero y al pedir la cuenta solo me había cobrado la última. Agradezco que fuera tan buena persona y no me la cobrara, eso no lo hacen en ningún sitio. Es un detalle que marca la diferencia. Otro día fui a desayunar con mi pareja y la camarera, que era una chica de unos 22 años también nos atendió súper bien, estuvo siempre atenta y simpática y además el desayuno estaba riquísimo y barato. Nos costó 5€ exactos un café, un colacao, un croissant tostado y una tosta de tomate. Será nuestro bar de confianza a partir de ahora. | Sitio perfecto para tomar un par de cervezas con buenos aperitivos y muy buena atención del servicio | Los camareros son muy agradables. Rachel muy simpática, aunque un poco despistada. Siempre me han atendido con una sonrisa y muy bien. Las tapas muy buenas; además te dicen las que tienen y te dejan elegirla. El pincho de tortilla muy rico (a muy buen precio, además, si lo pides como desayuno, con café. No recuerdo exactamente el precio pero no llega a 4€). Las croquetas, caseras, de jamón y de rabo de toro; ambas muy buenas también (la ración de 8, por 10 euros: yo pedí media y media). Pongo 3* porque me dijeron, porque no están en la carta, que la ración costaba 8€ pero al pagar me dijeron que no, que eran 10€. Además, tuve que pedir un poco de pan porque no me lo habían puesto (puede ser un despiste porque si no, 10€ y sin pan...) No obstante lo dicho, pienso que es un bar recomendable en el barrio, aunque deben evitar errores como éste o, ya que lo han cometido, asumirlo. | Fui a desayunar pronto y ya tenían tortilla recién hecha que estaba muy buena, el zumo de naranja es natural que esto se agradece porque en pocos sitios te lo hacen en el momento. Precio económico y buen servicio. Repetiré. | El mejor bar de la avenida Donostia,en pocos sitios tienen el café tan bueno.
Para tapear y tomar unas cervecitas genial.";ChIJM-nuHDYvQg0RIg6uqjDP3dk;40.41385267792257;-3.6982870352777617;8.5;Atención al cliente y amabilidad del personal;Inconsistencia en la comunicación de precios;Vecino local de desayunos y tapeo;;;;;;;;36.78
10000385;DC RESTAURANTE;4.3;2537.0;"He tenido la oportunidad de visitar este restaurante hoy y la experiencia fue simplemente excepcional. Desde el momento en que entras, el ambiente te envuelve con una decoración cuidada al detalle, iluminación cálida y una atmósfera acogedora que invita a relajarse y disfrutar.

El servicio fue impecable: el personal siempre atento, amable y profesional, dispuesto a recomendar platos y asegurarse de que cada detalle estuviera perfecto. Se nota cuando un equipo trabaja con pasión.

En cuanto a la comida, cada plato fue una verdadera experiencia gastronómica. La presentación es elegante y creativa, pero lo mejor es el sabor: ingredientes frescos, combinaciones equilibradas y una ejecución impecable. Cada bocado demuestra dedicación y calidad. Además, la carta ofrece opciones para todos los gustos.

La relación calidad-precio es más que justa considerando el nivel del servicio y la propuesta culinaria. Sin duda, es un lugar al que dan ganas de volver una y otra vez.

Altamente recomendado, experiencia 10/10!! En especial mención al chef Miguel, que hace que cada plato sea único y especial. Repetiremos sin duda | 🇮🇹ITALIAN REVIEW

ALL YOU CAN EAT DE COCIDO, que mas quieres? Ahah

Fui con mi pareja a probar el menú cocido madrileño un domingo y la verdad he quedado súper bien.

Calidad de la comida muy alta, ambiente fantástico y servicio excepcional.

Te pide con qué orden quieres recibir las parte del cocido, y está permitido repetir cada parte.

Un verdadero descubrimiento, además tiene un parking abajo súper cómodo.

Es un 5/5 💝 | Toda una sorpresa, cuando hemos llegado y visto lo bonito que lo tienen y con unas vistas espectaculares gracias que la chica nos sentó al lado de la ventana. Majísimo el personal. Hemos comido todos cocido. Muy bueno, desgrasadito y algo soso si eres de buen yantar, para nosotros ideal. El puntazo es que te dicen que puedes repetir lo que quieras. De postre una tarta de queso muy rica y regada con sorbete de cava. Para repetir si o si | Hemos ido a probar el cocido y hemos quedado encantados.
Tienen un menú exclusivo para el cocido que, además, te incluye una deliciosa tarta de queso de postre.
También destacar que puedes repetir tantas veces como quieras de lo que te apetezca del cocido.

El servicio también de 10, muy atentos.

Y la ubicación, inmejorable. | En la zona de plaza de España.
Muy bonito, buen ambiente. Todo muy limpio.
Es un poco caro pero las raciones son adecuadas. Pagas más bien el sitio.
Recomiendo probar los tacos del gobernador con salsa kimchi.
Lo que no probamos fueron los postres.
El servicio fue muy amable.
Recomiendo.";ChIJGWiQtXooQg0Rr1-g80XZ9PE;40.41315081874815;-3.69665326628817;9.5;Servicio excepcional y atento;Precio elevado por ubicación;Parejas y grupos gastronómicos;;;;;;;;48.02
10000442;RESTAURANTE LA ALHAMBRA;4.4;832.0;"Sitio en pleno centro de Madrid, ubicado en el barrio de Lavapiés.
Económico y muy rico, sinceramente comida casera y saludable en mil elaboraciones marroquíes…
Eso sí, si vas a ir a comer aquí no te olvides de llevar dinero en efectivo puesto que NO ACEPTAN TARJETAS! Al menos, a día de hoy, 15/12/2025 no tenían esta forma de pago…
Por lo demás todo bien | Un restaurante de barrio auténtico, comida casera, trato amigable, y buen ambiente. Platos deliciosos y grandes ! Muchas gracias.  NO aceptan tarjeta!! | Comida auténtica marroquí, sin ambajes, lo mismo que comerías alli.
Va subiendo precio, pero sigue siendo asequible. | Bueno combinados brutales,, cigalas con ajetes . Las mejores q deguste. 🥰.
Ese día Luis Alfonso de Borbón estaba allí. Por eso y el restaurante fue un día inolvidable, aparte estaba con el padre de mi hijo a cual amaba profundamente. Te quiero ❤️ | Un clásico de Lavapiés. Excelente servicio y la comida marsvillosa.
Siempre me pido couscous , harira, las lentejitas y ensalada. Me encantan!
Todo está exquisito. Rematamos con un te con hierbabuena
Te transportas a Marruecos cuando cruzas la puerta";ChIJuYsJhQEnQg0RxrtckFBUuc8;40.40824724396273;-3.701576171883767;9.0;Autenticidad y calidad de la comida marroquí casera;No aceptan pagos con tarjeta;Amante de gastronomía auténtica tradicional;;;;;;;;20.02
10000476;BAR MARISQUERIA  LA PALOMA;4.4;1575.0;No dudo de la calidad, pero la cantidad y los precios no van a la par  El platito de bígaros 4€, las patatas fritas rotas, ... Hace años estaba mejor. Caro. Y algo que me genera duda son los alfileres que te ponen para los caracoles. Higiene dudosa. | Clásico de barrio con más de 60 años. Marisco fresco decente,gambas a la plancha buenas, ostras, berberechos, almejas y boquerones caseros de tapa con la caña. Cañas frías y bien tiradas. Precios normales para el centro.El sitio es pequeño, ruidoso y sin lujos. El servicio va a mil, pero cumplen. Ideal para tapeo rápido de pie en la barra | Si quieres comer marisco fresco, a buen precio, tienes que ir a La Paloma. Comimos unas gambitas a la plancha, ostras y jureles en vinagre. Todo estaba muy rico. El local hasta arriba de gente. Buen ambiente y buenas raciones de marisco. Volveremos!!! | Típico sitio de Madrid, con unos boquerones en vinagre diferentes a los de cualquier otro sitio. Ostras, gambas a la plancha, todo espectacular y económico. Sitio muy pequeño para pasar por allí y tomar un par de cañas picando algo. | Buenas gambas a la plancha, boquerones en vinagre con patatillas y vermut de grifo....;ChIJdSM_9dYnQg0RpfzhpnptRp8;40.41009221693962;-3.709267882996661;8.5;Frescura y calidad del marisco;Espacio reducido y aglomeraciones;Amante del tapeo tradicional;;;;;;;;27.25
10000700;RESTAURANTE (PESCAITO FRITO);4.2;1956.0;"Fuimos sin reserva, y nos atendieron muy amablemente.  Ambos pedimos gallo de salvaje, que estaba exquisito, suave, con muy buen sabor, y muy bien presentado después de que nos lo limpiaron.  No pedimos ningún primero, y acertamos, ya que los gallos tenían un tamaño bastante agradable.  La atención de todos fue correcta, y profesional. | Muy buen restaurante. Tranquilo y acogedor con muy buena cocina : Verdinas con gambas y almejas y urta al horno.
Las Verdinas muy sabrosas y tiernas y la urta fresca al horno estupenda con una gran ración acompañada de patatas y vegetales. El servicio rápido y eficaz .Para volver | Trato excepcional, la comida buenisima, de calidad y el local muy bonito. Es una parada obligatorio si vas de turismo a Madrid. Gracias🫶 | Las dobles de cerveza para un bar ""normal"" son excesivamente caras. 4'50€ cada una. Hay mejores bares en la zona más económicos y con mejor servicio. Bar pequeño sin terraza, ruidoso. Poca calidad.  Trato impersonal. No lo recomiendo en absoluto. Abusivo. Para gustos los colores. No volveremos e incitare a mi entorno a que no acuda a este lugar. Abuso!! | Pues teniéndolo al lado, y nunca había ido. No lo veo para un dia a dia, pues es un poco caro, pero el precio que pagas por ese pescado...merece la pena. Muy rico lo que comimos. Tendré que volver para probar más cosas, porque todo tiene una pintaza...";ChIJhXi5GaUoQg0Rbz0gJ5hlt_k;40.41648748159953;-3.6991039975286406;7.8;Calidad y frescura del producto (pescado);Precio elevado de las bebidas;Buscador de pescado de calidad;;;;;;;;44.23
10000481;BAREA Y TAPEA;3.8;104.0;"Estuve hace unos días y me pareció un sitio con variedad de menús y a buen precio. Hoy he repetido y todo muy bien.
El camarero muy atento y pendiente de todo. | Menú del día 11,50€ con buena variedad. Nos sorprendió muy gratamente, fuimos sin conocer el lugar, pedimos el menu del día que está genial de precio. La elaboración y la presentación nos gustó mucho, una gran sorpresa. Los platos estaban muy ricos y una muy buena relación calidad/cantidad/precio. No dudaría en volver. | Bar muy cerca de la Puerta de Toledo. No está mal para tomar unas cervezas, aunque los aperitivos que ponen para acompañar no son nada del otro mundo. Poca elaboración ahí. Amabilidad en el trato por parte de la dueña. Tercios a 3€, precios similares a otros locales de la zona. | Espectacular atención para 18 personas que fuimos sin reserva.
Nos atendieron enseguida.  El servicio de 10, y la paella estaba increíble.
El ambiente era estupendo,  con un aire acondicionado que nos refresca muy bien.

Muchas gracias a los camareros y a la cocinera por su profesionalidad | Muy buen desayuno a buen precio. A dos pasos de itros mucho más caros.";ChIJq1i7XUEnQg0R1mvkF4TClxI;40.40790858802389;-3.712757011360712;8.8;Excelente relación calidad-precio;Poca elaboración en aperitivos;Comensal de menú diario;;;;;;;;30.82
10000710;RESTAURANTE LA BOBIA CERVEZAS Y SIDRAS;4.0;4376.0;"Asturiano totalmente recomendable. El sitio es muy acogedor y el ambiente invita a quedarse un buen rato. La atención fue estupenda desde el principio: amables, rápidos y pendientes sin agobiar. Pedí una tortilla de patatas en su punto y un cachopo, y ambos estaban realmente deliciosos. Volveré. Ah y se recomienda reservar, pues se llena rápido. | Es buen desvare para esa hora donde todos los restaurantes/cocinas cierran (a partir de las 4pm). Las croquetas de cecina buenísimas, y las berenjenas. Lo demás que pedimos, normal. | Se come genial, con raciones de calidad a buen precio. El local es amplio, bonito y agradable, ideal tanto para ir en pareja como en grupo.
Los camareros son muy amables y atentos, lo que hace que la experiencia sea aún mejor. Sin duda, un sitio para repetir. | Restaurante que nunca falla , me encanta ir además de por su rica comida por su servicio amable y eficaz . Sin duda seguiré recomendándoos y visitándoos . | Menú del día 17€ con varios entrantes y segundos, postre y bebida(muy escasa si pides cerveza 🍺 pídela doble 0,50€ más) En mi caso unas alcachofas (1€ + por pedir alcachofas) y unos escalopines al cabrales aceptables. Atención agradable. No creo que repita, nos pareció muy caro 🫰";ChIJ1xHX3dUnQg0RMWfbkH4rqtE;40.411317965352815;-3.707713213287966;8.2;Servicio amable y eficiente;Suplementos de precio excesivos;Grupos y parejas locales;;;;;;;;28.59
10000917;RESTAURANTE TERRAPLAZA;3.5;27.0;Muy mal. Comida de calidad pésima y poquísimo cantidad. Raciones excasas, carnes muy caras para lo que te ponen, aparte cualquiera que entienda bien de carnes sabe que eso no es de calidad, para nads tiernas te cuesta cortarlas. Las patatas fritas tenían muy mal sabor, sabían a humo. La salsa de la carne estaba muy mala sabor a aceite. Las de las patatas ketchup de bote. Tortilla de mercadona. etc. Lo único bueno los camareros la atención y el pan aunque te lo cobran a 1€ por persona | Pongo una estrellas porque no esta permitido poner 0 estellas. El que no hubiera nadie sentado en la terraza estando al lado de la Plaza Mayor debió de ser una señal pero aún así nos sentamos.  Para empezar, al pedir un simple tinto de verano me sirvieron un vaso de sangría. Para continuar, cuandon pedimos la cena nos encontramos con que no había ni calamares, ni croquetas de jamón ni alitas. Que tipo de bar no tiene unas simples croquetas? Pedimos una pizza de jamón York y de esta era, literalmente una pizza margarita precocinada con unas tiras de jamón York por encima (lastima no poder poner la foto porque era vergonzosa), jamas en mi vida había visto algo así. Las patatas, probablemente fritas por segunda vez, tenían textura de pan frito, por que? Ni idea. Y la tapa de tortilla, cuyo precio era de 6 euros, eran dos porciones de tortilla precocinada. Mientras cenábamos vinieron a interrumpirnos para retirarnos platos y poder ir recogiendo ya que cerraban a las 23:00. En fin, cero recomendable, calidad terrible y la atención deja mucho que desear. No repetiría ni de coña! Huid, insensatos! | Cuando nos sentamos estuvimos esperando un buen rato hasta que nos atendieron. De la carta no pudimos pedir la mitad de las cosas ya que no les quedaban. Y cuando trajeron las tres cosas que pedimos los platos no podían estar peor preparados. La pizza de jamón era una pizza margarita con tiras de jamón York cortadas por encima y las patatas fritas estaban prácticamente quemada. | Visite el lugar con mi  familia y comimos chuletón de ternera, pizza y degustación española, pasamos  un rato súper agradable y la atención que nos brindaron fue inigualable tanto los camareros como el gerente. 100% recomendados. | Tuve la oportunidad de estar en este maravilloso lugar y sin duda alguna me fascinó.  La atención es buenísima y ni hablar de sus platos tan exquisitos. 100% Recomendado.;ChIJmTbbxOspQg0RCtihbM5Qupw;40.41454357453116;-3.7076527153627263;4.2;Atención y servicio del personal;Baja calidad de productos precocinados y falta de stock;Turistas de paso por Madrid;;;;;;;;33.94
